Tempo (s),Uso do CPU (%),Uso de RAM (%)
0,0.0,10.9
0.2,0.6,10.9
0.4,0.0,10.9
0.6000000000000001,1.3,10.9
0.8,0.0,10.9
1.0,0.0,10.9
1.2,0.0,10.9
1.4,0.0,10.9
1.5999999999999999,8.1,11.1
1.7999999999999998,0.0,11.1
1.9999999999999998,0.0,11.1
2.1999999999999997,0.6,11.1
2.4,1.2,11.1
2.6,0.0,11.1
2.8000000000000003,0.6,11.1
3.0000000000000004,0.0,11.1
3.2000000000000006,0.0,11.1
3.400000000000001,0.0,11.1
3.600000000000001,0.0,11.1
3.800000000000001,1.9,11.1
4.000000000000001,0.0,11.1
4.200000000000001,0.0,11.1
4.400000000000001,0.0,11.1
4.600000000000001,0.0,11.1
4.800000000000002,0.6,11.1
5.000000000000002,0.0,11.1
5.200000000000002,0.0,11.1
5.400000000000002,0.0,11.1
5.600000000000002,0.0,11.1
5.8000000000000025,1.2,11.2
6.000000000000003,2.5,11.1
6.200000000000003,0.0,11.1
6.400000000000003,1.9,11.1
6.600000000000003,0.6,11.1
6.800000000000003,8.1,11.1
7.0000000000000036,0.6,11.1
7.200000000000004,0.6,11.1
7.400000000000004,0.0,11.1
7.600000000000004,0.0,11.1
7.800000000000004,2.5,11.1
8.000000000000004,0.0,11.1
8.200000000000003,1.3,11.1
8.400000000000002,0.0,11.1
8.600000000000001,0.6,11.1
8.8,1.2,11.1
9.0,0.6,11.1
9.2,0.6,11.1
9.399999999999999,0.6,11.1
9.599999999999998,0.0,11.1
9.799999999999997,0.6,11.1
9.999999999999996,0.0,11.1
10.199999999999996,0.0,11.1
10.399999999999995,0.6,11.1
10.599999999999994,0.0,11.1
10.799999999999994,0.6,11.1
10.999999999999993,0.0,11.1
11.199999999999992,2.5,11.1
11.399999999999991,0.6,11.1
11.59999999999999,0.0,11.1
11.79999999999999,0.6,11.1
11.99999999999999,0.6,11.1
