Tempo (s),Uso do CPU (%),Uso de RAM (%)
0,0.6,39.5
0.2,0.6,39.5
0.4,1.3,39.5
0.6000000000000001,0.6,39.5
0.8,0.6,39.5
1.0,1.3,39.5
1.2,0.6,39.5
1.4,0.0,39.5
1.5999999999999999,0.0,39.5
1.7999999999999998,1.2,39.5
1.9999999999999998,1.3,39.5
2.1999999999999997,0.6,39.5
2.4,0.6,39.5
2.6,0.6,39.5
